Ticker,Description,Price,Market Capitalization,Enterprise Value (MRQ),Free Cash Flow (Annual YoY Growth),EBITDA (Annual YoY Growth),EPS Diluted (Annual YoY Growth),Gross Profit (Annual YoY Growth),Net Income (Annual YoY Growth),Yearly Performance,Monthly Performance,Change %,Gross Margin (TTM),Operating Margin (TTM),Pretax Margin (TTM),Net Margin (TTM),Industry
BSX,Boston Scientific Corporation,43.16,61788476417,,16.34275618,74.98549042,946.0591133,33.80559541,1368.29268293,-0.84998851,12.22048882,11.43816163,70.11219862,15.10304766,6.8910639,5.19614864,Medical Distributors
CSX,CSX Corporation,29.22,61432380519.00001,72783600000,25.4455821,15.05771249,39.71335722,19.06798739,36.74502712,-18.49372385,8.58416945,9.68468468,39.18213058,39.18213058,36.52920962,28.05498282,Railroads
PXD,Pioneer Natural Resources Company,257.31,61411391398.00001,57892500000,694.1011236,315.85477941,810.65093639,785.49222798,1156.5,36.74337036,23.35091083,18.833418,45.30159371,42.93322574,36.61085334,28.68670567,Oil & Gas Production
AON,Aon plc,289.2,60999676732.00001,67613200000,-22.59651779,15.40548689,-34.28909672,,-36.26206196,-8.79273369,5.54744526,7.96281778,,29.18175235,28.02317161,22.48773031,Insurance Brokers/Services
ETN,"Eaton Corporation, PLC",150.28,59856521679,59982200000,-37.84735812,21.07279693,52.96409845,15.97796143,52.05673759,-6.14539096,13.51310522,12.68746251,32.59000809,15.00809061,15.55926375,11.69599515,Electrical Products
TFC,Truist Financial Corporation,45.05,59754023127,,-21.37234517,,45.14348786,,43.68585453,-28.90957866,3.42056933,3.46807533,,65.385613,64.28324399,58.08403943,Regional Banks
MRNA,"Moderna, Inc.",150.97,59059392605,52844200000,583.82132851,1940.43295946,1545.09723853,1936.61030789,1733.32726513,-55.99825124,22.16378055,27.67019027,80.88016782,67.86557119,68.45992483,61.42382659,Biotechnology
MU,"Micron Technology, Inc.",54.04,58750591009.99999,61629900000,27.72764561,29.35723588,50.72712052,34.19584456,48.21702781,-22.0089479,7.84274596,7.86427146,45.18499252,31.58852981,31.11710774,28.24305872,Semiconductors
DG,Dollar General Corporation,260.44,58747902320,71673400000,-36.96532823,-6.46491446,-4.1697278,0.87830219,-9.63514811,17.9742707,9.52981748,8.580005,31.42124822,8.832142,8.37812626,6.54990082,Discount Stores
SHW,Sherwin-Williams Company (The),226.23,58626017654,65774899999.99999,-34.58374087,-5.60456668,-5.17449838,-1.02045587,-8.17572892,-28.56195529,6.87358277,10.49084249,39.92942967,12.7312562,11.01035493,8.93798575,Industrial Specialties
MET,"MetLife, Inc.",73.14,58337510794,69179400000,11.46159194,,28.55006685,,21.21324209,13.41293224,20.81268583,20.33563672,,7.28486517,5.94530495,5.25576084,Life/Health Insurance
D,"Dominion Energy, Inc.",69.41,57655417000.00001,110578000000,-83.33333333,-12.68007417,810.18188302,-7.7368543,919.95012469,-8.71909521,-7.26786907,0.43409058,54.4563573,23.00861672,13.43813721,10.8399658,Electric Utilities
CHTR,"Charter Communications, Inc.",368.24,57324761807.99999,149034000000,20.38617602,11.19062036,56.58900631,18.85562669,44.44444444,-46.92418564,18.10892296,21.39113236,42.67363704,22.52427184,14.40627334,10.21097834,Cable/Satellite TV
ATVI,"Activision Blizzard, Inc",72.85,56991033129.00001,54229700000,7.35970561,14.93117893,21.90941606,11.36129254,22.84934001,-7.31552163,-2.68501202,-2.00430455,71.87704382,30.75212557,28.54153041,24.56507521,Packaged Software
MCK,McKesson Corporation,394.72,56733284778,53218000000,-1.14529531,-21.28514056,125.57814512,9.21257123,124.54285085,93.74662544,13.34386217,16.13852355,4.72758022,1.06427363,0.88360415,0.5200301,Medical Distributors
MPC,Marathon Petroleum Corporation,113.57,56628733656,66152600000.00001,886.95652174,1160.26490066,117.7634099,45506.66666667,117.46209423,71.9715324,21.64738646,14.33605155,9.8200237,8.16883044,7.4159515,5.13098589,Oil Refining/Marketing
APD,"Air Products and Chemicals, Inc.",254.44,56434533194,58349800000,15.25737727,6.38995907,6.62690756,4.60763379,6.72277749,-13.83094012,9.52606431,9.32840631,27.1408759,18.98424315,22.85828864,18.6442094,Chemicals: Specialty
KDP,Keurig Dr Pepper Inc.,39.55,56012734698,63469300000,22.85714286,8.89159562,61.30728775,0.78839483,61.96226415,14.63768116,9.73917869,10.413177,49.89373397,19.78746794,16.63613045,13.38219128,Beverages: Non-Alcoholic
LRCX,Lam Research Corporation,405.59,55314099562.00001,52842300000,-21.16124798,18.89415322,21.76014575,15.25385548,17.82871915,-28.0537127,8.61496438,10.81693989,45.68082767,31.63585966,30.65385837,27.01702816,Industrial Machinery
GM,General Motors Company,38.85,55194067632,131254000000,-79.21304685,6.8015992,54.67891602,25.30624149,55.88921736,-28.84615385,11.79856115,21.06575257,12.89034108,6.26583611,7.63869548,6.57287839,Motor Vehicles
UBER,"Uber Technologies, Inc.",27.5,54447747498,47627700000,82.69349845,22.85942918,93.21142739,41.3600609,92.6713948,-38.88888889,0.25519504,3.77358491,29.96086106,-7.55381605,-40.93933464,-39.38551859,Other Transportation
EPD,Enterprise Products Partners L.P.,24.84,54132558204,83233400000,126.99294185,19.18447972,22.77140335,32.69298832,22.89507426,6.06319385,6.10850064,4.45752733,12.81317774,12.56180215,9.85055072,9.40381153,Oil & Gas Pipelines
ICE,Intercontinental Exchange Inc.,96.68,53991743969,64214400000,10.09723261,47.59127789,90.81562168,38.52520692,94.2556247,-27.37925336,5.36181343,7.00608744,68.77778983,41.09098796,48.84502765,36.56870188,Investment Banks/Brokers
F,Ford Motor Company,13.26,53310312624,138701000000,-48.39963297,281.70138889,1481.32960547,93.04812834,1502.42376857,-21.35231317,11.33501259,18.39285714,12.42746256,4.52755241,6.78659974,7.88437245,Motor Vehicles
NSC,Norfolk Southern Corporation,229.14,53049168502,62912100000,29.9580028,21.86332674,54.54696252,28.49573153,49.40298507,-21.021611,7.7798683,9.29644646,38.02588997,38.02588997,32.98543689,26.20550162,Railroads
ORLY,"O'Reilly Automotive, Inc.",836.3,52518652814,51389400000,16.59337906,19.01875924,32.14279644,15.85519339,23.53378584,29.86024845,19.28908668,18.90239568,53.50338554,20.97306938,19.89514017,15.38786756,Specialty Stores
ADM,Archer-Daniels-Midland Company,94.88,52120830093,54258300000,269.08694297,57.96274038,52.0683739,44.25447316,52.87810384,46.87306502,16.8041364,17.93660659,7.08570503,3.81226325,5.09550915,4.15561002,Agricultural Commodities/Milling
MAR,Marriott International,159.65,51814617944,54105300000,-33.90957447,25.83383869,507.24832215,34.91897543,511.61048689,0.05640511,14.80655832,13.92179249,19.88398684,15.06497853,12.15907189,9.72167996,Hotels/Resorts/Cruise lines
EMR,Emerson Electric Company,87.4,51679619834.99999,62996700000,17.64243615,9.92596655,18.13298759,6.49063284,17.20101781,-9.4957026,18.07619562,19.36629336,39.11007026,17.42909186,20.8639084,16.45068957,Electrical Products
FIS,"Fidelity National Information Services, Inc.",84.9,51617382086,73051400000,7.44197176,16.31178707,166.46825397,23.57278782,163.92405063,-26.23805387,10.25974026,12.34616911,38.11674774,8.70048645,7.99166088,5.8790827,Miscellaneous Commercial Services
TEAM,Atlassian Corporation,200.82,51197417667,47545900000,-0.46171351,-99.70840213,13.06655192,33.60666887,11.80370953,-51.11132751,-6.19394619,-4.6393466,83.05722467,-3.35825768,-20.14255327,-21.91044789,Packaged Software
PANW,"Palo Alto Networks, Inc.",171.08,51189498504,56323500000,29.21113354,18425,47.6204278,26.88850127,46.48226097,4.09502325,4.50186305,4.45082117,64.01345088,-3.43179133,-3.76624557,-4.85322185,Packaged Software
SNOW,Snowflake Inc.,159.69,51100800781,44013400000,319.28358976,-31.42982127,-20.9356975,116.81267581,-26.12603923,-53.91075964,-6.32918817,-6.04259826,63.76140683,-43.09337821,-42.47878601,-41.25015111,Packaged Software
PSX,Phillips 66,104.2,50125521738.00001,50225000000,613.84425216,794.40389294,132.72677113,1777.22222222,132.78935476,36.20915033,36.45887899,29.08820614,5.95239701,4.44002427,4.72591194,3.65113613,Oil Refining/Marketing
DVN,Devon Energy Corporation,76.01,49771348471,39466900000,1398.44559585,489.52702703,158.78304351,7341.42857143,203.68852459,92.33299595,33.93832599,26.4094462,47.00140926,45.08064095,33.31593507,27.17782765,Oil & Gas Production
MCO,Moody's Corporation,269.09,49297286507.99999,51106900000,-8.57282026,16.27296588,25.45009316,17.62785637,24.52193476,-32.12511035,7.01105544,10.68652051,64.89417527,37.09987756,34.09130663,27.1995802,Financial Publishing/Services
MNST,Monster Beverage Corporation,93.54,49284869970,47156800000,-15.47526647,9.60281551,-2.4319915,14.12077625,-2.27859937,9.91774383,6.57400023,7.56669733,51.56334139,26.87746404,26.95001661,20.40261349,Beverages: Non-Alcoholic
HSY,The Hershey Company,239.96,49187826780.00001,50628900000,26.15007102,8.8770779,16.46877712,7.34485925,15.54725551,34.20581655,7.75517536,8.84020502,43.6402609,22.09911391,20.0053883,16.75635516,Food: Specialty/Candy
CNC,Centene Corporation,85.8,48585084382,66963000000,-28.895123,,-26.93231686,,-25.49778761,22.8170627,10.43892393,10.26860301,,2.91902737,1.84735154,1.42277859,Managed Health Care
VLO,Valero Energy Corporation,125.98,48568224727,51081500000,599.28571429,662.86644951,164.79721437,441.54334038,164.79663394,60.66828211,24.52307996,17.90360318,8.98761963,8.40460093,7.22100272,5.4971171,Oil Refining/Marketing
GIS,"General Mills, Inc.",81.57,48414702343,57468200000,12.02903278,-2.18741843,16.93390485,-0.31728405,15.70647064,32.61258332,3.99031107,6.47435061,30.761326,14.25523591,18.00266034,15.12897421,Food: Major Diversified
AZO,"AutoZone, Inc.",2543.5,48279257639.00001,52451400000,-12.35967158,10.76131865,23.10244198,9.78085033,11.94711917,39.34924696,19.93907557,18.74804499,52.13222726,20.1248001,18.94565122,14.94935065,Specialty Stores
VMW,"Vmware, Inc.",113.15,48029354494,58271300000,-2.67156863,6.95746215,-11.38714653,8.93320868,-11.56462585,-26.40171718,4.89478075,6.28405035,81.22194324,17.36285475,14.65418854,11.96834817,Packaged Software
SRE,DBA Sempra,152.39,47897751492.00001,74451300000,39.04833837,11.40649852,-68.89660152,11.16534472,-66.48868548,17.35849057,-2.30157713,1.63398693,26.54585697,22.27832342,1.37640061,8.10623876,Electric Utilities
KHC,The Kraft Heinz Company,38.94,47698779362.99999,61159200000,2.90791599,-8.84146341,182.44222146,-6.72387573,184.26966292,7.27272727,17.8214826,16.76161919,29.9744305,17.25941423,5.40446304,4.71098714,Food: Major Diversified
LHX,"L3Harris Technologies, Inc.",248.74,47597183435.99999,54674600000,-3.17919075,-0.74580485,75.27686668,0.69301367,64.96872207,8.95313184,18.11016144,19.68435741,29.993459,12.67764762,13.29012309,11.36350122,Aerospace & Defense
CTVA,"Corteva, Inc.",66.02,47441967976,38554500000,35.55695406,24.1694752,161.62585484,12.72369715,158.29662261,56.48257881,14.83736302,15.52055993,36.49643777,10.11195594,13.63826857,10.53702928,Chemicals: Agricultural
ADSK,"Autodesk, Inc.",216.39,46709737384,48677800000,9.59809821,6.00183462,-58.84666998,15.34160763,-58.86442642,-30.02069724,14.59513848,15.84047109,89.52777719,17.10829615,15.25789329,11.79605388,Packaged Software
DXCM,"DexCom, Inc.",120.87,46687019743.99999,34054199999.999996,-80.73029646,0.32733224,-69.46902655,31.27880634,-68.65883306,-13.92558305,49.85122737,50.07449714,63.49541679,9.53881409,8.69736465,8.23546262,Medical Specialties
STZ,"Constellation Brands, Inc.",247.09,46561168422.00001,56051000000,-13.55888563,2.69661535,-102.30266727,2.8831529,-102.02202202,14.42000463,5.96080449,7.58011146,52.20314932,33.40145924,6.29440979,1.10660468,Beverages: Alcoholic
FCX,"Freeport-McMoRan, Inc.",32.2,46022507511.00001,50666900000,430.3030303,186.78748904,611.15469478,244.43059019,621.30872483,-14.47543161,19.39191694,17.81924625,36.66169896,34.54119651,30.45348095,16.46582925,Other Metals/Minerals
AEP,"American Electric Power Company, Inc.",89.4,45939416323.99999,87085600000,23.93166053,7.15559556,12.06409474,9.2086802,13.09031408,6.04982206,-4.78219193,3.4123771,27.21539974,18.97868643,15.99375686,14.71654318,Electric Utilities
KLAC,KLA Corporation,321.5,45591212700,46503100000,53.8540533,41.6070357,63.92832034,35.55675836,59.83350751,-12.26274783,5.09283473,6.23533688,61.65141296,41.53027731,38.53215977,33.31515892,Semiconductors
APH,Amphenol Corporation,76.43,45462713775,45047500000,-10.30261557,31.31256384,29.96729354,27.69040201,32.19212232,0.18351029,11.8706089,14.1427718,31.68233863,20.46298758,19.32928844,14.89601715,Electronic Components
SNPS,"Synopsys, Inc.",295.84,45237292170,56442600000,61.87511883,20.15804646,12.8389622,15.89081492,14.02414702,-7.7086258,-3.85440364,-3.16519918,76.80560252,23.5015297,22.29550944,20.88145146,Packaged Software
FTNT,"Fortinet, Inc.",57.1,45024533733,45083300000,25.68385884,30.29978587,24.66529351,25.75855071,24.21699079,-10.97043782,16.67347773,16.22226745,74.62850853,18.94803051,17.9940771,17.66386246,Computer Communications
ECL,Ecolab Inc.,157.77,44962751608,53154900000,3.47870478,0.21012568,193.07692308,6.61072661,193.75985395,-28.87155674,8.69445401,9.24387204,39.30627295,11.16628611,10.06081565,8.17057941,Chemicals: Specialty
MELI,"MercadoLibre, Inc.",881.75,44385771420,33582699999.999996,-58.08526741,184.36752349,11879.57746479,77.02291497,11882.74398868,-41.21666667,9.48383973,6.51984827,45.47329184,6.50007732,4.14564658,2.68442373,Internet Retail
EW,Edwards Lifesciences Corporation,70.87,43935365954,50549400000,117.25629538,23.91365097,82.75518035,21.88117908,82.54797182,-35.57272727,-14.31507677,-14.23211909,80.74312987,31.32480704,31.40310974,27.19713636,Medical Specialties
ROP,"Roper Technologies, Inc.",413.71,43857248729,43174600000,32.21539284,23.92521272,14.61118098,19.76886389,15.47857218,-14.03428571,12.06186684,15.03447892,68.44561404,28.02280702,22.87192982,17.35789474,Packaged Software
LULU,lululemon athletica inc.,328.48,43592369520,40171400000,74.93523143,60.55647233,66.34444444,46.40221308,65.61393618,-24.54113161,9.45684772,17.49892689,56.40091626,21.73065253,21.38935681,15.60345969,Internet Retail
LNG,"Cheniere Energy, Inc.",174.48,43582089681,64047400000,746.8013468,74.46586764,-2645.3087886,92.40506329,-2656.47058824,65.32120523,13.16642885,5.16545115,33.99902764,32.66763903,-9.69370582,-9.46557463,Oil & Gas Pipelines
SYY,Sysco Corporation,85.98,43571046292,54873500000,-18.48866118,35.51875826,158.96355799,40.00351427,159.20348563,12.58347519,16.8365267,21.5952482,17.7945947,3.58382593,2.54497535,1.97966826,Other Transportation
HES,Hess Corporation,140.47,43491605195.99999,40988000000,232.29166667,171.36752137,117.81012259,590.78947368,118.07306822,66.9479439,37.71568627,28.8833838,39.95980267,36.30549973,29.59985383,17.02905171,Integrated Oil
CTAS,Cintas Corporation,427.64,43424841535,45136700000,6.54604155,12.18606526,13.75146427,9.58155172,11.4451962,0.9727994,8.13735902,10.16254927,46.25331258,20.10581535,18.94420248,15.38959496,Other Consumer Services
AIG,"American International Group, Inc. New",56.8,43191636041,71344400000,504.9132948,,257.48944841,,257.94078062,-3.43420605,17.33112993,19.62931761,,28.94474471,30.40002799,22.23155096,Multi-Line Insurance
PAYX,"Paychex, Inc.",119.79,43172388713,44287400000,19.83067121,22.9382223,26.55976773,16.86530729,26.90660592,-2.18030377,2.70942296,6.75519116,70.54276663,39.97254488,39.55015839,30.3780359,Data Processing Services
TRV,"The Travelers Companies, Inc.",181.96,42641878893,43737300000,11.58153091,,37.7915102,,35.7356236,13.56884284,19.77356503,18.77284595,,12.06849013,11.07587956,9.18440499,Multi-Line Insurance
KKR,KKR & Co. Inc.,49.38,42458575942.00001,94595600000,1729.05727136,149.87226505,116.77140147,,133.03146203,-35.4087639,12.32939035,14.8372093,54.52152956,19.18265861,33.38874631,7.48922372,Investment Managers
RSG,"Republic Services, Inc.",133.18,42085003680,54991800000,15.14487079,13.76404494,33.59126984,14.06623895,33.41656328,2.69895126,-4.37966686,-2.10232285,28.72861108,18.0598619,13.41519048,11.24148889,Environmental Services
KMB,Kimberly-Clark Corporation,124.28,41943517272,46703300000,-31.40923567,-17.31384194,-22.03226934,-13.55383533,-22.87414966,-3.85269998,5.21503556,10.43184645,30.15463918,12.69825535,10.73057098,8.84218874,Household/Personal Care
MSI,"Motorola Solutions, Inc.",250.12,41741308360.00001,41613700000,14.18338109,16.57894737,32.40713389,11.39684395,31.19072708,1.42741281,9.60560911,11.67567085,45.30086299,19.71864287,17.04693226,14.22153919,Telecommunications Equipment
FDX,FedEx Corporation,160.37,41731446065.99999,86027200000,-27.8052223,6.9513811,-26.30317279,13.36781157,-26.83908046,-31.91968076,10.05352731,8.01508722,21.35380911,6.51450661,4.85102608,3.78428618,Air Freight/Couriers
CMG,"Chipotle Mexican Grill, Inc.",1505,41720272503,44956400000,129.73165748,40.51292788,82.9319723,80.96784363,83.54311542,-14.77916195,-2.68536659,0.14905906,19.68604651,12.91732098,12.42710661,9.61234917,Restaurants
CDNS,"Cadence Design Systems, Inc.",151.48,41553387950,44708000000,27.84205582,14.63952069,18.15642458,12.80902134,17.82986029,-8.19950306,-7.63414634,-7.31199902,89.33519308,30.80782805,29.95426037,22.85784906,Packaged Software
ENPH,"Enphase Energy, Inc.",305.25,41490674011.00001,40392200000,53.11887055,20.72435001,7.80621959,61.2638817,8.54808015,41.17565443,8.24468085,10.01189318,40.29476156,17.33550611,16.56385592,14.67121035,Semiconductors
COF,Capital One Financial Corporation,107.1,41106877066.00001,85940600000,-28.15665925,,420.46411872,,356.01336303,-29.91296381,16.32453568,16.19832917,,30.16023673,30.02344928,23.61398024,Major Banks
A,"Agilent Technologies, Inc.",138.77,41081549479,42091900000,61.72069825,33.65003959,71.03059232,20.69816643,68.28929068,-11.03346583,13.0324998,14.16700946,54.46763778,23.15663012,22.48085298,19.94293437,Medical Specialties
AFL,AFLAC Incorporated,64.79,40941870867,43021600000,-15.22322927,,-4.20301586,,-9.48095437,16.06950914,14.91663711,15.28469751,,25.98735067,24.93323963,20.36542516,Multi-Line Insurance
BIIB,Biogen Inc.,284.29,40938160319,40375800000,-11.12220762,-21.25290677,-58.06138165,-22.6713428,-61.1033345,9.15338837,0.4700311,6.47565543,70.02734958,22.2339632,35.15042268,29.6773993,Biotechnology
JCI,Johnson Controls International plc,58.7,40433165296,43662800000,8.9527027,40.2173913,171.12146184,8.57720836,159.42947702,-18.77680919,18.13242101,19.26046323,32.91276136,9.8854442,7.65040455,4.1656653,Industrial Machinery
WDAY,"Workday, Inc.",157.65,40358398438,37575000000,36.58656967,74.5247869,109.70124203,19.47836936,110.40006232,-44.2814731,5.26842949,3.56720536,72.26913092,-3.1096977,-3.48860113,-3.45304483,Information Technology Services
